,season_name,season,full_name,castaway,age,age_group,city,state,Lat,Lon,personality_type,personality_name,day,order,result,total_votes_received,immunity_idols_won
0,Survivor: Winners at War,40,Natalie Anderson,Natalie,33,26-35,Edgewater,New Jersey,40.8270448,-73.975694,ESTP,Entrepreneur,2,1,1st voted out,11,1
1,Survivor: Winners at War,40,Amber Mariano,Amber,40,36-45,Pensacola,Florida,30.421309,-87.2169149,ISFP,Adventurer,3,2,2nd voted out,6,0
2,Survivor: Winners at War,40,Danni Boatwright,Danni,43,36-45,Shawnee,Kansas,39.0273676,-95.7627535,ENFJ,Protagonist,6,3,3rd voted out,8,0
3,Survivor: Winners at War,40,Ethan Zohn,Ethan,45,36-45,Hillsborough,New Hampshire,43.1470788,-71.94574348218381,ISFP,Adventurer,9,4,4th voted out,4,0
4,Survivor: Winners at War,40,Tyson Apostol,Tyson,39,36-45,Mesa,Arizona,33.4151117,-111.8314792,ESTP,Entrepreneur,11,5,5th voted out,12,0
5,Survivor: Winners at War,40,Rob Mariano,Rob,43,36-45,Pensacola,Florida,30.421309,-87.2169149,ESTJ,Executive,14,6,6th voted out,4,0
6,Survivor: Winners at War,40,Parvati Shallow,Parvati,36,36-45,Los Angeles,California,34.0536909,-118.242766,ENFJ,Protagonist,16,7,7th voted out,8,0
7,Survivor: Winners at War,40,Sandra Diaz-Twine,Sandra,44,36-45,Riverview,Florida,27.871197,-82.3269883,ESTP,Entrepreneur,16,8,8th voted out,2,0
8,Survivor: Winners at War,40,Yul Kwon,Yul,44,36-45,Los Altos,California,37.3790629,-122.116578,INTJ,Architect,18,9,9th voted out,3,0
9,Survivor: Winners at War,40,Wendell Holland,Wendell,35,26-35,Philadelphia,Pennsylvania,39.9527237,-75.1635262,INFJ,Advocate,21,10,10th voted out,14,0
10,Survivor: Winners at War,40,Adam Klein,Adam,28,26-35,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,23,11,11th voted out,15,0
11,Survivor: Winners at War,40,Tyson Apostol,Tyson,39,36-45,Mesa,Arizona,33.4151117,-111.8314792,ESTP,Entrepreneur,25,12,12th voted out,12,0
12,Survivor: Winners at War,40,Sophie Clarke,Sophie,29,26-35,Santa Monica,California,34.0194704,-118.4912273,INTJ,Architect,28,13,13th voted out,6,0
13,Survivor: Winners at War,40,Kim Spradlin-Wolfe,Kim,36,36-45,San Antonio,Texas,29.4246002,-98.4951405,INFJ,Advocate,29,14,14th voted out,9,1
14,Survivor: Winners at War,40,Jeremy Collins,Jeremy,41,36-45,Foxboro,Massachusetts,42.0584323,-71.2494975,ESTJ,Executive,31,15,15th voted out,9,1
15,Survivor: Winners at War,40,Nick Wilson,Nick,28,26-35,Williamsburg,Kentucky,36.7434169,-84.1596561,ENTP,Debater,34,16,16th voted out,8,1
16,Survivor: Winners at War,40,Denise Stapley,Denise,48,46-55,Marion,Iowa,41.3144108,-93.1010141,INFJ,Advocate,36,17,17th voted out,18,2
17,Survivor: Winners at War,40,Ben Driebergen,Ben,36,36-45,Boise,Idaho,43.6166163,-116.200886,ESFP,Entertainer,37,18,18th voted out,7,0
18,Survivor: Winners at War,40,Sarah Lacina,Sarah,34,26-35,Cedar Rapids,Iowa,41.9758872,-91.6704053,ENTJ,Commander,38,19,Eliminated,2,0
19,Survivor: Winners at War,40,Michele Fitzgerald,Michele,29,26-35,Hoboken,New Jersey,40.7433066,-74.0323752,ESFP,Entertainer,39,20,2nd runner-up,6,2
20,Survivor: Winners at War,40,Natalie Anderson,Natalie,33,26-35,Edgewater,New Jersey,40.8270448,-73.975694,ESTP,Entrepreneur,39,21,Runner-up,11,1
21,Survivor: Winners at War,40,Tony Vlachos,Tony,45,36-45,Allendale,New Jersey,41.0414858,-74.129032,ESTP,Entrepreneur,39,22,Sole Survivor,0,4
22,Survivor: Island of the Idols,39,Ronnie Bardah,Ronnie,36,36-45,Henderson,Nevada,36.0301134,-114.9826194,ISTP,Virtuoso,3,1,1st voted out,7,0
23,Survivor: Island of the Idols,39,Molly Byman,Molly,27,26-35,Durham,North Carolina,35.996653,-78.9018053,INTJ,Architect,6,2,2nd voted out,7,0
24,Survivor: Island of the Idols,39,Vince Moua,Vince,27,26-35,Palo Alto,California,37.4443293,-122.1598465,ENFP,Campaigner,8,3,3rd voted out,7,0
25,Survivor: Island of the Idols,39,Chelsea Walker,Chelsea,27,26-35,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,11,4,4th voted out,6,0
26,Survivor: Island of the Idols,39,Tom Laidlaw,Tom,60,56-65,Greenwich,Connecticut,41.0264862,-73.6284598,ESFJ,Consul,14,5,5th voted out,6,0
27,Survivor: Island of the Idols,39,Jason Linden,Jason,32,26-35,New York City,New York,40.7127281,-74.0060152,ENTP,Debater,16,6,6th voted out,6,0
28,Survivor: Island of the Idols,39,Jack Nichting,Jack,23,16-25,Harrisonburg,Virginia,38.4493315,-78.8688833,ENFP,Campaigner,19,7,7th voted out,2,0
29,Survivor: Island of the Idols,39,Kellee Kim,Kellee,29,26-35,Philadelphia,Pennsylvania,39.9527237,-75.1635262,INTP,Logician,22,8,8th voted out,8,0
30,Survivor: Island of the Idols,39,Jamal Shipman,Jamal,33,26-35,Providence,Rhode Island,41.8239891,-71.4128343,ENFJ,Protagonist,24,9,9th voted out,6,0
31,Survivor: Island of the Idols,39,Aaron Meredith,Aaron,36,36-45,Warwick,Rhode Island,41.7002024,-71.4161108,ESTJ,Executive,27,10,10th voted out,10,2
32,Survivor: Island of the Idols,39,Missy Byrd,Missy,24,16-25,Tacoma,Washington,47.2495798,-122.4398746,INTJ,Architect,27,11,11th voted out,6,0
33,Survivor: Island of the Idols,39,Elizabeth Beisel,Elizabeth,26,26-35,Saunderstown,Rhode Island,41.5078795,-71.4245004,ENFJ,Protagonist,30,12,12th voted out,8,0
34,Survivor: Island of the Idols,39,Karishma Patel,Karishma,37,36-45,Houston,Texas,29.7589382,-95.3676974,INFP,Mediator,32,13,13th voted out,22,0
35,Survivor: Island of the Idols,39,Elaine Stott,Elaine,41,36-45,Rockholds,Kentucky,36.8286964,-84.1163215,ENFP,Campaigner,35,14,14th voted out,8,1
36,Survivor: Island of the Idols,39,Dan Spilo,Dan,48,46-55,Los Angeles,California,34.0536909,-118.242766,ENTJ,Commander,36,15,Ejected,5,0
37,Survivor: Island of the Idols,39,Janet Carbin,Janet,59,56-65,Palm Bay,Florida,27.959186199999998,-80.67174097572686,ENFJ,Protagonist,37,16,15th voted out,9,0
38,Survivor: Island of the Idols,39,Lauren Beck,Lauren,28,26-35,Glendale,California,34.1469416,-118.2478471,ENFP,Campaigner,38,17,Eliminated,1,1
39,Survivor: Island of the Idols,39,Noura Salman,Noura,36,36-45,North Potomac,Maryland,39.098235599999995,-77.23750296809365,ENFP,Campaigner,39,18,2nd runner-up,6,3
40,Survivor: Island of the Idols,39,Dean Kowalski,Dean,28,26-35,New York City,New York,40.7127281,-74.0060152,ISTP,Virtuoso,39,19,Runner-up,5,2
41,Survivor: Island of the Idols,39,Tommy Sheehan,Tommy,26,26-35,Long Beach,New York,40.5885116,-73.657861,ENFJ,Protagonist,39,20,Sole Survivor,4,0
42,Survivor: Edge of Extinction,38,Reem Daly,Reem,46,46-55,Ashburn,Virginia,39.030019100000004,-77.46964646557657,ESTP,Entrepreneur,3,1,1st voted out,4,0
43,Survivor: Edge of Extinction,38,Keith Sowell,Keith,19,16-25,Durham,North Carolina,35.996653,-78.9018053,INFP,Mediator,6,2,2nd voted out,6,0
44,Survivor: Edge of Extinction,38,Chris Underwood,Chris,25,16-25,Greenville,South Carolina,34.851354,-82.3984882,ENTP,Debater,8,3,3rd voted out,9,1
45,Survivor: Edge of Extinction,38,Rick Devens,Rick,33,26-35,Macon,Georgia,32.8406946,-83.6324022,ENTP,Debater,11,4,4th voted out,12,4
46,Survivor: Edge of Extinction,38,Aubry Bracco,Aubry,32,26-35,Los Angeles,California,34.0536909,-118.242766,INFJ,Advocate,13,5,5th voted out,4,0
47,Survivor: Edge of Extinction,38,Wendy Diaz,Wendy,25,16-25,Bell,California,33.9747806,-118.1866361,ENFP,Campaigner,16,6,6th voted out,15,0
48,Survivor: Edge of Extinction,38,Joe Anglim,Joe,29,26-35,Ogden,Utah,41.2230048,-111.9738429,ISFP,Adventurer,19,7,7th voted out,6,0
49,Survivor: Edge of Extinction,38,Eric Hafemann,Eric,34,26-35,Livermore,California,37.6820583,-121.7680531,ESTP,Entrepreneur,22,8,8th voted out,8,0
50,Survivor: Edge of Extinction,38,Julia Carter,Julia,25,16-25,Bethesda,Maryland,38.9819845,-77.12423413116392,ESFJ,Consul,23,9,9th voted out,9,0
51,Survivor: Edge of Extinction,38,David Wright,David,44,36-45,Sherman Oaks,California,34.1508718,-118.4489865,INFP,Mediator,25,10,10th voted out,12,0
52,Survivor: Edge of Extinction,38,Kelley Wentworth,Kelley,32,26-35,Seattle,Washington,47.6038321,-122.3300624,ENTP,Debater,27,11,11th voted out,14,0
53,Survivor: Edge of Extinction,38,Dan DaSilva,Wardog,38,36-45,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,29,12,12th voted out,8,0
54,Survivor: Edge of Extinction,38,Ron Clark,Ron,45,36-45,Atlanta,Georgia,33.7489924,-84.3902644,,0,31,13,13th voted out,2,0
55,Survivor: Edge of Extinction,38,Aurora McCreary,Aurora,32,26-35,Orlando,Florida,28.5421109,-81.3790304,ISTP,Virtuoso,34,14,14th voted out,12,2
56,Survivor: Edge of Extinction,38,Victoria Baamonde,Victoria,23,16-25,Bronx,New York,40.8466508,-73.8785937,INTP,Logician,36,15,15th voted out,2,0
57,Survivor: Edge of Extinction,38,Lauren O'Connell,Lauren,21,16-25,Waco,Texas,31.549333,-97.1466695,ESFP,Entertainer,37,16,16th voted out,11,0
58,Survivor: Edge of Extinction,38,Rick Devens,Rick,33,26-35,Macon,Georgia,32.8406946,-83.6324022,ENTP,Debater,38,17,Eliminated,12,4
59,Survivor: Edge of Extinction,38,Julie Rosenberg,Julie,46,46-55,New York City,New York,40.7127281,-74.0060152,ENFP,Campaigner,39,18,2nd runner-up,1,2
60,Survivor: Edge of Extinction,38,Gavin Whitson,Gavin,23,16-25,Erwin,Tennessee,36.1451082,-82.4168055,ISFJ,Defender,39,19,Runner-up,0,2
61,Survivor: Edge of Extinction,38,Chris Underwood,Chris,25,16-25,Greenville,South Carolina,34.851354,-82.3984882,ENTP,Debater,39,20,Sole Survivor,9,1
62,Survivor: David vs. Goliath,37,Pat Cusack,Pat,41,36-45,Watervliet,New York,42.7300784,-73.7012299,ESTP,Entrepreneur,3,1,Medically evacuated,0,0
63,Survivor: David vs. Goliath,37,Jessica Peet,Jessica,19,16-25,Lakeland,Florida,28.0394654,-81.9498042,ENFP,Campaigner,6,2,1st voted out,5,0
64,Survivor: David vs. Goliath,37,Jeremy Crawford,Jeremy,40,36-45,New York City,New York,40.7127281,-74.0060152,ENFJ,Protagonist,9,3,2nd voted out,9,0
65,Survivor: David vs. Goliath,37,Bi Nguyen,Bi,28,26-35,Houston,Texas,29.7589382,-95.3676974,ISFP,Adventurer,10,4,Quit,0,0
66,Survivor: David vs. Goliath,37,Natalia Azoqa,Natalia,26,26-35,Irvine,California,33.6856969,-117.8259819,ESTJ,Executive,11,5,3rd voted out,3,0
67,Survivor: David vs. Goliath,37,Natalie Cole,Natalie,57,56-65,Los Angeles,California,34.0536909,-118.242766,ESTJ,Executive,15,6,4th voted out,4,0
68,Survivor: David vs. Goliath,37,Lyrsa Torres,Lyrsa,36,36-45,Boston,Massachusetts,42.3602534,-71.0582912,ISFP,Adventurer,17,7,5th voted out,9,0
69,Survivor: David vs. Goliath,37,Elizabeth Olson,Elizabeth,31,26-35,Longview,Texas,32.5007031,-94.74049,ESTP,Entrepreneur,20,8,6th voted out,13,0
70,Survivor: David vs. Goliath,37,John Hennigan,John,38,36-45,Los Angeles,California,34.0536909,-118.242766,INFJ,Advocate,22,9,7th voted out,3,0
71,Survivor: David vs. Goliath,37,Dan Rengering,Dan,28,26-35,Gainesville,Florida,29.6519684,-82.3249846,ESFP,Entertainer,25,10,8th voted out,5,1
72,Survivor: David vs. Goliath,37,Alec Merlino,Alec,24,16-25,San Clemente,California,33.4270275,-117.6124179,ESFP,Entertainer,28,11,9th voted out,9,1
73,Survivor: David vs. Goliath,37,Carl Boudreaux,Carl,41,36-45,Houston,Texas,29.7589382,-95.3676974,ISFJ,Defender,30,12,10th voted out,6,0
74,Survivor: David vs. Goliath,37,Gabby Pascuzzi,Gabby,25,16-25,Denver,Colorado,39.7392364,-104.9848623,INFP,Mediator,32,13,11th voted out,2,0
75,Survivor: David vs. Goliath,37,Christian Hubicki,Christian,32,26-35,Tallahassee,Florida,30.4380832,-84.2809332,ENFP,Campaigner,35,14,12th voted out,18,1
76,Survivor: David vs. Goliath,37,Davie Rickenbacker,Davie,30,26-35,Atlanta,Georgia,33.7489924,-84.3902644,ENFP,Campaigner,36,15,13th voted out,7,1
77,Survivor: David vs. Goliath,37,Alison Raybould,Alison,28,26-35,Chapel Hill,North Carolina,35.9131542,-79.05578,ENFJ,Protagonist,37,16,14th voted out,13,1
78,Survivor: David vs. Goliath,37,Kara Kay,Kara,30,26-35,San Diego,California,32.7174202,-117.1627728,ENFJ,Protagonist,38,17,Eliminated,0,1
79,Survivor: David vs. Goliath,37,Angelina Keeley,Angelina,28,26-35,San Clemente,California,33.4270275,-117.6124179,ENTJ,Commander,39,18,2nd runner-up,6,0
80,Survivor: David vs. Goliath,37,Mike White,Mike,47,46-55,Los Angeles,California,34.0536909,-118.242766,INFP,Mediator,39,19,Runner-up,1,1
81,Survivor: David vs. Goliath,37,Nick Wilson,Nick,27,26-35,Williamsburg,Kentucky,36.7434169,-84.1596561,ENTP,Debater,39,20,Sole Survivor,0,2
82,Survivor: Ghost Island,36,Stephanie Gonzalez,Gonzalez,26,26-35,Ocala,Florida,29.1871986,-82.1400923,ESTJ,Executive,3,1,1st voted out,8,0
83,Survivor: Ghost Island,36,Jacob Derwin,Jacob,22,16-25,Brooklyn,New York,40.6501038,-73.9495823,INFP,Mediator,6,2,2nd voted out,5,0
84,Survivor: Ghost Island,36,Morgan Ricke,Morgan,29,26-35,Orlando,Florida,28.5421109,-81.3790304,ENFP,Campaigner,9,3,3rd voted out,4,0
85,Survivor: Ghost Island,36,Brendan Shapiro,Brendan,40,36-45,Herndon,Virginia,38.9695316,-77.3859479,ENFJ,Protagonist,12,4,4th voted out,5,0
86,Survivor: Ghost Island,36,Stephanie Johnson,Stephanie,34,26-35,Chicago,Illinois,41.8755616,-87.6244212,ENFP,Campaigner,14,5,5th voted out,7,0
87,Survivor: Ghost Island,36,James Lim,James,24,16-25,New York City,New York,40.7127281,-74.0060152,INTJ,Architect,17,6,6th voted out,6,0
88,Survivor: Ghost Island,36,Bradley Kleihege,Bradley,26,26-35,Los Angeles,California,34.0536909,-118.242766,ENTJ,Commander,19,7,7th voted out,8,0
89,Survivor: Ghost Island,36,Chris Noble,Chris,27,26-35,Brooklyn,New York,40.6501038,-73.9495823,ESTJ,Executive,22,8,8th voted out,10,0
90,Survivor: Ghost Island,36,Libby Vincek,Libby,24,16-25,Houston,Texas,29.7589382,-95.3676974,ESFJ,Consul,25,9,9th voted out,8,0
91,Survivor: Ghost Island,36,Desiree Afuye,Desiree,21,16-25,Brooklyn,New York,40.6501038,-73.9495823,ESFP,Entertainer,27,10,10th voted out,10,0
92,Survivor: Ghost Island,36,Jenna Bowman,Jenna,23,16-25,Venice Beach,California,33.97996005,-118.46878181253348,ISTJ,Logistician,29,11,11th voted out,3,0
93,Survivor: Ghost Island,36,Michael Yerger,Michael,18,16-25,Los Angeles,California,34.0536909,-118.242766,INFJ,Advocate,29,12,12th voted out,15,0
94,Survivor: Ghost Island,36,Chelsea Townsend,Chelsea,25,16-25,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,32,13,13th voted out,5,2
95,Survivor: Ghost Island,36,Kellyn Bechtold,Kellyn,30,26-35,Denver,Colorado,39.7392364,-104.9848623,ESFJ,Consul,35,14,14th voted out,8,1
96,Survivor: Ghost Island,36,Sebastian Noel,Sebastian,22,16-25,Satellite Beach,Florida,28.1761233,-80.5900519,ESFP,Entertainer,36,15,15th voted out,5,0
97,Survivor: Ghost Island,36,Donathan Hurley,Donathan,25,16-25,Kimper,Kentucky,37.4970476,-82.3504224,ENFP,Campaigner,37,16,16th voted out,11,0
98,Survivor: Ghost Island,36,Angela Perkins,Angela,42,36-45,Cincinnati,Ohio,39.1014537,-84.5124602,ISTJ,Logistician,38,17,Eliminated,3,1
99,Survivor: Ghost Island,36,Laurel Johnson,Laurel,29,26-35,Minneapolis,Minnesota,44.9772995,-93.2654692,INTP,Logician,39,18,2nd runner-up,2,1
100,Survivor: Ghost Island,36,Domenick Abbate,Domenick,38,36-45,Nesconset,New York,40.844888,-73.15249023073468,ESTP,Entrepreneur,39,19,Runner-up,2,3
101,Survivor: Ghost Island,36,Wendell Holland,Wendell,33,26-35,Philadelphia,Pennsylvania,39.9527237,-75.1635262,INFJ,Advocate,39,20,Sole Survivor,5,2
102,Survivor: Heroes vs. Healers vs. Hustlers,35,Katrina Radke,Katrina,46,46-55,Excelsior,Minnesota,44.9032963,-93.5663455,ENFP,Campaigner,3,1,1st voted out,5,0
103,Survivor: Heroes vs. Healers vs. Hustlers,35,Simone Nguyen,Simone,25,16-25,New York City,New York,40.7127281,-74.0060152,INTP,Logician,6,2,2nd voted out,5,0
104,Survivor: Heroes vs. Healers vs. Hustlers,35,Patrick Bolton,Patrick,24,16-25,Auburn,Alabama,32.562842,-85.515516,ESTP,Entrepreneur,8,3,3rd voted out,5,0
105,Survivor: Heroes vs. Healers vs. Hustlers,35,Alan Ball,Alan,32,26-35,Houston,Texas,29.7589382,-95.3676974,ISTP,Virtuoso,11,4,4th voted out,2,0
106,Survivor: Heroes vs. Healers vs. Hustlers,35,Roark Luskin,Roark,27,26-35,Santa Monica,California,34.0194704,-118.4912273,ENTP,Debater,14,5,5th voted out,3,0
107,Survivor: Heroes vs. Healers vs. Hustlers,35,Alexandrea Elliott,Ali,24,16-25,Los Angeles,California,34.0536909,-118.242766,INFJ,Advocate,16,6,6th voted out,3,0
108,Survivor: Heroes vs. Healers vs. Hustlers,35,Jessica Johnston,Jessica,29,26-35,Louisville,Kentucky,38.2542376,-85.759407,ENFP,Campaigner,19,7,7th voted out,7,0
109,Survivor: Heroes vs. Healers vs. Hustlers,35,Desiree Williams,Desi,27,26-35,Newport News,Virginia,36.9775016,-76.42977,ESFJ,Consul,21,8,8th voted out,11,1
110,Survivor: Heroes vs. Healers vs. Hustlers,35,Cole Medders,Cole,24,16-25,Little Rock,Arkansas,34.7464809,-92.2895948,ISFP,Adventurer,24,9,9th voted out,7,1
111,Survivor: Heroes vs. Healers vs. Hustlers,35,John Hilsabeck,JP,28,26-35,Los Angeles,California,34.0536909,-118.242766,ISFP,Adventurer,27,10,10th voted out,6,0
112,Survivor: Heroes vs. Healers vs. Hustlers,35,Joe Mena,Joe,34,26-35,Tolland,Connecticut,41.8700166,-72.3677153,ESTJ,Executive,30,11,11th voted out,12,0
113,Survivor: Heroes vs. Healers vs. Hustlers,35,Lauren Rimmer,Lauren,35,26-35,Beaufort,North Carolina,34.7180601,-76.6591587,ISTJ,Logistician,33,12,12th voted out,3,1
114,Survivor: Heroes vs. Healers vs. Hustlers,35,Ashley Nolan,Ashley,26,26-35,Satellite Beach,Florida,28.1761233,-80.5900519,ESFP,Entertainer,36,13,13th voted out,8,2
115,Survivor: Heroes vs. Healers vs. Hustlers,35,Mike Zahalsky,Mike,43,36-45,Parkland,Florida,26.3100794,-80.23727,ENFP,Campaigner,37,14,14th voted out,9,0
116,Survivor: Heroes vs. Healers vs. Hustlers,35,Devon Pinto,Devon,23,16-25,Solana Beach,California,32.9905597,-117.2691316,INFJ,Advocate,38,15,Eliminated,2,0
117,Survivor: Heroes vs. Healers vs. Hustlers,35,Ryan Ulrich,Ryan,23,16-25,North Arlington,New Jersey,40.788434,-74.1331988,ENFP,Campaigner,39,16,2nd runner-up,2,0
118,Survivor: Heroes vs. Healers vs. Hustlers,35,Chrissy Hofbeck,Chrissy,46,46-55,Lebanon Township,New Jersey,40.729147,-74.8971220049329,ENTJ,Commander,39,17,Runner-up,7,4
119,Survivor: Heroes vs. Healers vs. Hustlers,35,Ben Driebergen,Ben,34,26-35,Boise,Idaho,43.6166163,-116.200886,ESFP,Entertainer,39,18,Sole Survivor,11,0
120,Survivor: Game Changers,34,Ciera Eastin,Ciera,27,26-35,Salem,Oregon,44.9391565,-123.033121,INFP,Mediator,3,1,1st voted out,9,0
121,Survivor: Game Changers,34,Tony Vlachos,Tony,42,36-45,Jersey City,New Jersey,40.7215682,-74.047455,ESTP,Entrepreneur,6,2,2nd voted out,7,0
122,Survivor: Game Changers,34,Caleb Reynolds,Caleb,28,26-35,Hopkinsville,Kentucky,36.8657651,-87.4889532,ESFP,Entertainer,9,3,3rd voted out,5,0
123,Survivor: Game Changers,34,Malcolm Freberg,Malcolm,29,26-35,Hermosa Beach,California,33.86428,-118.39591,ENTP,Debater,11,4,4th voted out,5,0
124,Survivor: Game Changers,34,James Thomas Jr.,J.T.,31,26-35,Mobile,Alabama,30.6943566,-88.0430541,ESTP,Entrepreneur,13,5,5th voted out,3,0
125,Survivor: Game Changers,34,Sandra Diaz-Twine,Sandra,41,36-45,Fayetteville,North Carolina,35.0525759,-78.878292,ESTP,Entrepreneur,16,6,6th voted out,5,0
126,Survivor: Game Changers,34,Jeff Varner,Jeff,50,46-55,High Point,North Carolina,35.9556924,-80.0053176,ENFP,Campaigner,18,7,7th voted out,6,0
127,Survivor: Game Changers,34,Hali Ford,Hali,26,26-35,Knoxville,Tennessee,35.9603948,-83.9210261,INFP,Mediator,21,8,8th voted out,8,0
128,Survivor: Game Changers,34,Oscar Lusth,Ozzy,34,26-35,Venice,California,33.988334949999995,-118.46152716615018,ISFP,Adventurer,24,9,9th voted out,6,0
129,Survivor: Game Changers,34,Debbie Wanner,Debbie,51,46-55,Reading,Pennsylvania,40.335345,-75.9279495,ENTP,Debater,26,10,10th voted out,6,1
130,Survivor: Game Changers,34,Zeke Smith,Zeke,28,26-35,Brooklyn,New York,40.6501038,-73.9495823,INTP,Logician,29,11,11th voted out,11,0
131,Survivor: Game Changers,34,Sierra Dawn Thomas,Sierra,29,26-35,Roy,Utah,41.1617999,-112.0261903,ISFJ,Defender,32,12,12th voted out,15,0
132,Survivor: Game Changers,34,Andrea Boehlke,Andrea,27,26-35,New York City,New York,40.7127281,-74.0060152,ENFP,Campaigner,33,13,13th voted out,14,2
133,Survivor: Game Changers,34,Michaela Bradshaw,Michaela,25,16-25,Fort Worth,Texas,32.753177,-97.3327459,ISTJ,Logistician,35,14,14th voted out,10,0
134,Survivor: Game Changers,34,Cirie Fields,Cirie,45,36-45,Norwalk,Connecticut,41.1175966,-73.4078968,ENFJ,Protagonist,36,15,Eliminated,0,0
135,Survivor: Game Changers,34,Aubry Bracco,Aubry,30,26-35,Cambridge,Massachusetts,42.3750997,-71.1056157,INFJ,Advocate,37,16,15th voted out,9,1
136,Survivor: Game Changers,34,Tai Trang,Tai,52,46-55,San Francisco,California,37.7790262,-122.419906,INFP,Mediator,38,17,16th voted out,12,1
137,Survivor: Game Changers,34,Troy Robertson,Troyzan,54,46-55,Miami,Florida,25.7741728,-80.19362,ESFP,Entertainer,39,18,2nd runner-up,2,1
138,Survivor: Game Changers,34,Brad Culpepper,Brad,47,46-55,Tampa,Florida,27.9477595,-82.458444,ESTJ,Executive,39,19,Runner-up,2,5
139,Survivor: Game Changers,34,Sarah Lacina,Sarah,32,26-35,Marion,Iowa,41.3144108,-93.1010141,ENTJ,Commander,39,20,Sole Survivor,3,0
140,Survivor: Millennials vs. Gen X,33,Rachel Ako,Rachel,37,36-45,Los Angeles,California,34.0536909,-118.242766,ENFP,Campaigner,4,1,1st voted out,5,0
141,Survivor: Millennials vs. Gen X,33,Mari Takahashi,Mari,31,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,7,2,2nd voted out,7,0
142,Survivor: Millennials vs. Gen X,33,Paul Wachter,Paul,52,46-55,Sugarloaf Key,Florida,24.6426439,-81.5114733,ESTJ,Executive,10,3,3rd voted out,6,0
143,Survivor: Millennials vs. Gen X,33,Lucy Huang,Lucy,42,36-45,Diamond Bar,California,34.0286226,-117.8103367,ISTJ,Logistician,12,4,4th voted out,2,0
144,Survivor: Millennials vs. Gen X,33,Ciandre Taylor,CeCe,39,36-45,Granada Hills,California,34.2661558,-118.5174342,ISFJ,Defender,15,5,5th voted out,11,0
145,Survivor: Millennials vs. Gen X,33,Jessica Figueroa,Figgy,23,16-25,Nashville,Tennessee,36.2206081,-86.69563733154433,ESFP,Entertainer,18,6,6th voted out,6,0
146,Survivor: Millennials vs. Gen X,33,Michaela Bradshaw,Michaela,25,16-25,Fort Worth,Texas,32.753177,-97.3327459,ISTJ,Logistician,20,7,7th voted out,4,0
147,Survivor: Millennials vs. Gen X,33,Michelle Schubert,Michelle,28,26-35,Yakima,Washington,46.601557,-120.5108421,INFP,Mediator,23,8,8th voted out,10,0
148,Survivor: Millennials vs. Gen X,33,Taylor Lee Stocker,Taylor,24,16-25,Post Falls,Idaho,47.7110106,-116.9480877,INFP,Mediator,25,9,9th voted out,7,0
149,Survivor: Millennials vs. Gen X,33,Chris Hammons,Chris,38,36-45,Moore,Oklahoma,35.3395135,-97.4867045,ISTJ,Logistician,28,10,10th voted out,7,0
150,Survivor: Millennials vs. Gen X,33,Jessica Lewis,Jessica,37,36-45,Voorheesville,New York,42.653967,-73.9287366,ENFJ,Protagonist,30,11,Eliminated,9,0
151,Survivor: Millennials vs. Gen X,33,Zeke Smith,Zeke,28,26-35,Brooklyn,New York,40.6501038,-73.9495823,INTP,Logician,33,12,12th voted out,14,0
152,Survivor: Millennials vs. Gen X,33,Will Wahl,Will,18,16-25,Long Valley,New Jersey,40.78168135,-74.75923279813415,INTP,Logician,34,13,13th voted out,6,1
153,Survivor: Millennials vs. Gen X,33,Sunday Burquest,Sunday,45,36-45,Otsego,Minnesota,45.2812733,-93.614857,ENFJ,Protagonist,35,14,14th voted out,5,0
154,Survivor: Millennials vs. Gen X,33,Justin Starrett,Jay,27,26-35,Fort Lauderdale,Florida,26.1223084,-80.1433786,ESTP,Entrepreneur,36,15,15th voted out,10,2
155,Survivor: Millennials vs. Gen X,33,Bret LaBelle,Bret,42,36-45,Dedham,Massachusetts,42.2489143,-71.1755732,ESFJ,Consul,37,16,16th voted out,5,0
156,Survivor: Millennials vs. Gen X,33,David Wright,David,42,36-45,Sherman Oaks,California,34.1508718,-118.4489865,INFP,Mediator,38,17,17th voted out,10,2
157,Survivor: Millennials vs. Gen X,33,Hannah Shapiro,Hannah,24,16-25,West Hollywood,California,34.0923014,-118.3692894,ENFP,Campaigner,39,18,Co-runner-up,13,0
158,Survivor: Millennials vs. Gen X,33,Ken McNickle,Ken,33,26-35,Denver,Colorado,39.7392364,-104.9848623,ISFP,Adventurer,39,19,Co-runner-up,3,4
159,Survivor: Millennials vs. Gen X,33,Adam Klein,Adam,25,16-25,San Francisco,California,37.7790262,-122.419906,ENTP,Debater,39,20,Sole Survivor,6,1
160,Survivor: Kaoh Rong,32,Darnell Hamilton,Darnell,27,26-35,Chicago,Illinois,41.8755616,-87.6244212,ISFP,Adventurer,3,1,1st voted out,7,0
161,Survivor: Kaoh Rong,32,Jennifer Lanzetti,Jennifer,38,36-45,Salt Lake City,Utah,40.7596198,-111.8867975,ESTP,Entrepreneur,6,2,2nd voted out,3,0
